GEO_ID,NAME,DP02_0059PE,DP02_0060PE,DP02_0061PE,DP02_0062PE,DP02_0063PE,DP02_0064PE,DP02_0065PE,DP03_0001E,DP03_0004E,DP03_0062E,DP03_0088E,DP03_0009PE,DP03_0027PE,DP03_0028PE,DP03_0029PE,DP03_0030PE,DP03_0031PE,DP03_0047PE,DP03_0048PE,DP03_0049PE,DP03_0050PE,DP03_0128PE,DP03_0129PE,DP04_0089E,DP04_0101E,DP04_0134E,DP05_0001E,DP05_0037PE,DP05_0038PE,DP05_0039PE,DP05_0044PE,DP05_0052PE,DP05_0071PE
0500000US01019,"Cherokee County, Alabama",7.5,12.3,38.3,21.4,7.6,6.8,6.1,21349,9805,41014,23356,5.6,29.2,12.2,16.4,13.0,29.2,77.5,15.3,7.2,0.0,15.0,17.8,123100,1115,606,25853,92.8,4.9,0.9,0.2,0.0,1.5
0500000US01021,"Chilton County, Alabama",5.3,12.5,44.1,17.0,7.0,9.2,5.0,34516,17500,45182,24611,7.1,24.3,13.3,22.3,18.2,22.0,83.2,11.7,4.9,0.1,18.6,22.4,102200,1025,684,43930,83.3,9.4,0.3,0.4,0.0,7.8
0500000US01023,"Choctaw County, Alabama",5.4,13.2,38.2,19.3,10.9,8.2,4.8,10800,4264,34884,22182,10.6,23.3,16.2,20.9,17.1,22.4,77.4,17.8,4.6,0.1,22.2,37.8,75200,947,533,13075,56.7,42.8,0.1,0.1,0.0,0.6
0500000US01025,"Clarke County, Alabama",5.4,13.5,43.7,17.1,7.8,8.0,4.6,19763,7647,36127,21111,14.4,23.1,13.6,20.4,13.9,29.0,83.0,12.2,4.7,0.0,25.4,30.3,100800,1107,561,24387,53.0,45.8,0.1,0.5,0.0,0.2
0500000US01027,"Clay County, Alabama",11.1,13.4,36.3,19.5,9.6,5.5,4.7,10843,5542,41225,23147,6.4,22.8,13.5,15.5,12.2,35.9,79.9,13.5,6.0,0.5,18.4,22.7,102200,986,564,13378,83.0,14.8,1.2,0.1,0.0,3.1
0500000US01029,"Cleburne County, Alabama",7.1,15.5,39.6,19.4,4.7,8.9,4.8,11847,5628,40188,21989,7.5,26.2,10.5,22.5,16.6,24.2,75.4,17.3,7.1,0.2,18.5,30.7,112000,1120,575,14938,94.2,2.6,0.3,0.0,0.0,2.4
0500000US01031,"Coffee County, Alabama",4.3,9.5,27.9,23.3,11.6,15.6,7.8,40510,21725,53155,27577,5.9,33.1,16.5,19.1,12.7,18.6,71.6,22.3,6.0,0.1,15.1,24.2,149100,1154,782,51288,75.9,17.2,1.2,1.3,0.0,6.9
0500000US01033,"Colbert County, Alabama",4.8,10.8,36.0,22.3,7.4,11.8,6.9,44328,22436,47558,24918,5.9,27.9,14.9,23.5,11.2,22.6,79.3,14.8,5.6,0.3,16.3,23.6,113500,1027,691,54495,79.4,15.8,0.7,0.5,0.1,2.5
0500000US01035,"Conecuh County, Alabama",7.0,12.3,48.8,13.1,8.2,7.1,3.6,10152,3892,33177,17542,11.5,14.5,19.2,23.1,11.6,31.5,80.3,13.5,5.7,0.5,22.2,30.8,76600,843,568,12514,50.9,47.7,0.4,0.1,0.0,0.8
0500000US01037,"Coosa County, Alabama",5.7,14.7,38.6,22.8,6.6,8.6,3.0,9227,4110,38301,22963,5.8,20.7,18.4,24.6,14.8,21.5,80.8,15.3,3.9,0.0,14.0,24.4,87900,895,554,10855,65.7,34.2,0.1,0.0,0.0,0.5
0500000US01039,"Covington County, Alabama",6.3,10.9,35.4,22.4,10.1,9.6,5.3,30107,14899,40601,23071,8.7,29.4,14.0,20.8,16.0,19.8,78.9,14.3,6.7,0.1,18.3,27.0,95500,955,608,37351,84.7,12.9,0.2,0.4,0.0,1.6
0500000US01041,"Crenshaw County, Alabama",8.3,13.3,38.8,17.3,6.7,11.4,4.2,11106,5612,39812,23353,5.8,24.4,15.8,23.5,13.5,22.7,74.5,17.1,8.2,0.2,15.7,20.5,79500,976,518,13865,71.7,23.1,0.8,1.4,0.0,2.0
0500000US01043,"Cullman County, Alabama",5.6,12.6,35.6,22.0,10.5,8.8,4.9,65879,33003,42558,22980,5.5,27.0,14.5,22.1,15.3,21.1,80.8,11.5,7.4,0.3,15.8,19.8,124100,1027,685,82313,95.2,1.2,0.4,0.4,0.0,4.3
0500000US01045,"Dale County, Alabama",4.5,9.6,32.7,26.1,9.9,11.2,5.8,39028,18025,45960,23837,8.8,26.5,15.9,24.9,13.0,19.7,73.8,19.9,6.1,0.2,18.4,26.0,110100,1002,725,49255,72.9,19.8,0.8,1.3,0.0,6.2
0500000US01047,"Dallas County, Alabama",4.2,15.1,35.2,20.1,10.3,8.6,6.5,31400,14295,31602,18910,11.8,26.2,16.9,18.5,8.4,30.0,79.4,15.2,5.0,0.3,31.1,47.3,82600,962,623,40029,28.1,70.5,0.0,0.6,0.1,1.0
0500000US01049,"DeKalb County, Alabama",12.0,13.9,33.3,18.6,9.5,7.4,5.3,55947,28637,39233,21004,4.5,23.2,15.8,19.3,12.3,29.4,79.1,11.2,9.6,0.1,22.1,32.2,102700,975,619,71200,85.6,1.4,1.3,0.2,0.9,14.4
0500000US01051,"Elmore County, Alabama",4.4,9.3,32.8,19.7,9.4,16.0,8.5,65199,33811,59347,27475,6.2,36.8,12.8,23.2,10.5,16.7,73.7,21.0,5.1,0.1,12.3,16.8,161100,1247,869,81212,74.9,21.4,0.3,0.5,0.0,2.9
0500000US01053,"Escambia County, Alabama",4.7,13.7,44.5,17.3,7.1,8.0,4.7,29981,12182,35000,18161,13.5,24.3,21.7,22.9,10.7,20.4,75.5,19.0,5.4,0.1,24.0,33.9,98200,976,587,37328,61.9,31.9,3.8,0.4,0.2,2.2
0500000US01055,"Etowah County, Alabama",5.1,10.4,32.9,25.0,8.9,10.9,6.8,83391,42367,44023,24065,6.5,30.2,18.5,20.7,9.1,21.5,80.9,13.6,5.4,0.2,17.3,30.0,109900,1068,669,102939,80.3,15.7,0.7,0.7,0.1,3.8
0500000US01057,"Fayette County, Alabama",6.6,11.0,41.5,21.2,6.7,9.1,3.8,13491,6380,37458,21862,7.0,26.0,16.9,18.4,11.1,27.5,82.1,13.2,4.5,0.2,20.0,32.1,83800,943,557,16585,85.0,11.9,0.0,0.7,0.0,1.7
0500000US01059,"Franklin County, Alabama",11.7,11.5,36.8,18.7,8.3,7.8,5.1,24598,12849,40459,19776,6.1,23.7,13.9,18.8,12.6,31.1,79.1,15.5,5.4,0.0,20.2,34.4,87800,895,572,31542,83.9,4.4,1.5,0.4,0.0,16.9
0500000US01061,"Geneva County, Alabama",7.5,13.4,37.2,21.2,9.6,7.0,4.1,21376,10047,38142,20471,8.6,25.1,16.0,19.7,19.2,20.1,73.7,15.6,10.2,0.5,24.0,39.0,92300,926,615,26491,86.3,9.5,0.8,0.4,0.0,3.9
0500000US01063,"Greene County, Alabama",9.4,14.7,36.8,21.5,7.5,6.4,3.7,6661,2204,21804,14209,15.8,26.7,17.8,21.0,7.5,27.0,69.6,26.4,4.1,0.0,38.7,60.7,66400,834,609,8426,17.1,79.7,0.6,0.0,0.0,1.7
0500000US01065,"Hale County, Alabama",4.5,11.8,42.6,19.4,7.5,9.3,4.8,11857,5083,30571,20272,11.9,27.8,17.4,22.9,11.3,20.7,81.9,11.9,6.2,0.0,26.0,35.1,92700,1001,510,14887,39.6,58.8,0.2,0.3,0.0,0.9
0500000US01067,"Henry County, Alabama",6.4,13.4,33.5,21.0,7.6,10.7,7.3,13980,6868,48610,24069,6.7,30.9,20.2,19.6,9.3,19.9,82.6,12.3,5.0,0.1,13.5,16.9,115100,1033,608,17124,71.1,27.7,0.0,0.0,0.0,2.6
0500000US01069,"Houston County, Alabama",4.0,10.3,31.6,23.7,9.3,13.3,7.8,82833,44291,45496,25990,7.0,31.7,18.5,24.3,9.8,15.8,81.9,11.9,5.9,0.2,18.3,28.1,130500,1094,741,104352,69.4,26.9,0.3,0.8,0.0,3.3
0500000US01071,"Jackson County, Alabama",5.8,11.8,40.8,18.2,9.3,9.3,4.9,42344,20189,39816,21608,5.9,27.2,13.5,19.0,11.8,28.5,78.5,14.7,6.7,0.2,20.2,27.6,105300,1012,619,52094,91.0,3.5,1.2,0.4,0.1,2.9
0500000US01073,"Jefferson County, Alabama",3.0,7.3,26.8,22.3,8.3,19.8,12.6,525347,302428,51979,30657,7.3,38.9,16.7,23.7,7.4,13.3,82.1,13.3,4.5,0.1,17.0,24.8,154400,1321,878,659892,51.9,42.7,0.2,1.6,0.0,3.8
0500000US01075,"Lamar County, Alabama",7.1,10.5,39.9,20.8,9.1,8.3,4.2,11160,5338,36756,21666,8.0,27.1,13.5,17.6,15.8,26.0,77.4,15.9,5.8,1.0,21.2,34.0,77200,894,392,13933,87.5,11.2,0.0,0.0,0.0,1.6
0500000US01077,"Lauderdale County, Alabama",4.0,8.6,36.0,21.0,6.5,14.8,9.1,76107,40130,46265,27189,5.3,31.5,17.4,23.9,10.0,17.1,77.3,16.2,6.4,0.2,15.2,19.3,136400,1076,658,92585,87.0,10.1,0.5,0.7,0.1,2.6
0500000US01079,"Lawrence County, Alabama",6.6,14.4,41.5,18.6,7.1,7.7,4.0,26741,12568,44515,23557,5.7,27.0,13.7,16.5,14.6,28.2,78.4,15.2,6.4,0.1,16.8,21.8,107200,1031,540,33171,78.2,10.9,5.7,0.1,0.1,2.1
0500000US01081,"Lee County, Alabama",2.9,6.6,24.1,23.3,9.0,19.6,14.5,128804,72956,48056,26960,5.7,40.7,16.2,21.0,7.8,14.3,77.7,17.7,4.5,0.2,21.4,22.3,165000,1270,831,159287,70.3,23.0,0.1,4.1,0.0,3.7
0500000US01083,"Limestone County, Alabama",5.8,9.9,30.3,21.1,7.5,16.9,8.6,74268,39595,56460,27699,6.9,36.1,15.4,18.8,11.1,18.6,77.7,16.1,5.9,0.3,13.7,19.8,152900,1170,658,93052,80.8,13.4,0.9,1.3,0.0,5.9
0500000US01085,"Lowndes County, Alabama",5.9,16.6,38.6,17.4,7.4,9.3,4.8,8097,3457,30833,19491,11.5,24.7,16.1,19.6,11.0,28.7,80.4,16.3,3.2,0.1,27.9,42.9,66300,1050,650,10236,24.9,74.3,0.1,0.0,0.0,0.7
0500000US01087,"Macon County, Alabama",4.6,13.6,30.1,23.9,7.0,11.2,9.5,16058,7289,32074,20125,12.1,30.8,22.0,20.0,7.5,19.7,77.5,17.5,5.0,0.0,25.8,40.4,79500,984,611,19054,15.9,82.6,0.3,0.3,0.0,1.7
0500000US01089,"Madison County, Alabama",2.9,5.9,20.8,20.5,8.1,25.7,16.0,287944,172631,63417,35526,5.8,47.5,15.1,20.2,6.2,10.9,76.7,18.8,4.4,0.2,13.2,19.1,180600,1292,829,357560,68.2,24.1,0.6,2.5,0.1,4.8
0500000US01091,"Marengo County, Alabama",6.0,10.2,39.8,19.6,9.0,8.9,6.5,15703,6563,32809,23056,9.7,29.1,17.4,20.3,12.7,20.5,75.6,17.2,6.2,1.0,21.8,24.0,90000,1092,531,19538,45.3,53.8,0.3,0.0,0.0,0.6
0500000US01093,"Marion County, Alabama",8.7,11.7,34.8,22.7,9.0,8.0,5.2,24333,11980,35392,21391,5.6,26.0,14.2,21.7,12.5,25.6,77.5,16.3,6.0,0.2,17.5,24.9,86500,867,519,29965,93.1,3.7,0.4,0.2,0.0,2.5
0500000US01095,"Marshall County, Alabama",7.5,11.6,31.1,22.2,8.4,12.4,6.8,74128,38997,42490,23833,5.1,29.7,16.3,19.7,11.7,22.6,79.4,13.2,7.3,0.1,21.7,35.9,122500,1056,632,95145,92.4,2.6,0.4,0.6,0.0,13.6
0500000US01097,"Mobile County, Alabama",3.3,10.5,33.5,21.8,8.0,15.1,7.8,327952,174229,46166,25215,6.2,32.5,17.4,23.2,10.1,16.8,82.4,12.8,4.6,0.2,19.3,29.1,126600,1165,846,414659,58.8,35.6,0.7,2.0,0.0,2.9
0500000US01099,"Monroe County, Alabama",5.4,10.9,46.1,15.4,8.1,8.7,5.4,17132,6422,30141,18890,17.5,28.0,18.1,18.6,14.2,21.1,77.8,17.7,4.5,0.0,30.9,42.3,103000,1020,524,21512,54.9,41.5,1.6,0.6,0.0,1.4
0500000US01101,"Montgomery County, Alabama",4.4,10.0,25.5,21.2,6.8,18.9,13.2,179544,100599,47990,28008,7.6,37.0,18.4,23.2,5.4,16.0,74.3,21.0,4.7,0.1,20.7,32.4,127500,1142,869,226941,36.5,57.7,0.2,2.7,0.0,3.4
0500000US01103,"Morgan County, Alabama",6.4,10.2,29.6,23.4,8.6,15.1,6.6,94987,51513,49751,25907,5.2,31.8,16.2,22.0,10.9,19.1,81.8,12.8,5.1,0.3,15.3,22.9,131000,1092,640,119122,80.6,12.8,0.6,0.7,0.0,8.1
0500000US01105,"Perry County, Alabama",10.6,11.3,39.4,18.4,4.6,8.2,7.5,7699,2325,23561,13678,12.3,29.9,20.0,20.0,7.5,22.7,70.4,22.3,7.3,0.0,41.8,56.8,65900,1031,574,9486,29.9,69.4,0.1,0.2,0.0,0.9
0500000US01107,"Pickens County, Alabama",5.9,13.5,36.7,23.6,6.8,9.3,4.1,16837,7136,37458,22417,10.6,27.7,14.9,21.5,11.8,24.0,76.0,18.0,5.8,0.1,23.5,37.6,97500,1025,456,20298,56.0,41.2,0.1,0.1,0.0,4.6
0500000US01109,"Pike County, Alabama",4.8,14.2,33.3,18.6,5.6,14.8,8.8,27676,14093,34678,21137,8.0,31.4,19.4,21.7,7.3,20.3,77.7,16.5,5.5,0.3,26.6,33.7,117400,1097,621,33403,56.8,38.0,0.6,2.1,0.0,0.8
0500000US01111,"Randolph County, Alabama",9.0,12.2,36.3,19.6,7.9,9.1,5.8,18218,8628,41449,23247,5.0,25.2,14.2,18.7,11.6,30.3,79.4,11.7,8.8,0.1,17.7,27.8,88700,880,612,22574,77.3,20.1,0.2,0.3,0.2,2.9
0500000US01113,"Russell County, Alabama",5.3,11.3,32.3,24.7,9.8,10.0,6.6,45527,23550,40978,22055,7.8,29.6,17.7,24.8,10.3,17.6,76.9,19.3,3.7,0.1,20.1,29.0,118600,1115,800,58213,50.3,42.9,0.3,0.9,0.1,5.4
0500000US01115,"St. Clair County, Alabama",4.7,10.5,36.0,23.1,9.1,11.2,5.2,69474,38881,54887,24861,5.3,28.6,16.2,24.5,12.4,18.3,83.6,10.9,5.4,0.1,13.2,14.7,148200,1176,748,87306,87.3,9.5,0.4,0.8,0.0,2.4
0500000US01117,"Shelby County, Alabama",2.5,5.4,20.3,22.3,7.4,27.9,14.2,166663,105724,75761,36576,4.0,44.4,13.5,25.3,7.5,9.2,82.7,12.2,4.8,0.2,8.4,10.3,204500,1416,1020,211261,80.3,12.0,0.2,2.0,0.0,5.7
0500000US01119,"Sumter County, Alabama",3.9,11.8,37.8,18.0,6.7,11.6,10.2,10765,4207,23132,15882,12.1,25.3,23.9,25.2,4.7,20.9,68.0,28.5,3.3,0.1,31.3,41.0,74600,941,578,12985,24.7,72.0,0.1,2.6,0.0,0.1
0500000US01121,"Talladega County, Alabama",5.9,13.1,34.9,23.6,8.1,8.9,5.4,65443,31082,41012,22498,8.8,28.8,15.7,20.0,10.4,25.1,80.5,15.1,4.2,0.1,19.9,29.4,101800,1005,630,80565,64.2,32.3,0.4,0.6,0.0,2.3
0500000US01123,"Tallapoosa County, Alabama",5.4,14.2,32.9,20.2,9.0,12.0,6.4,33023,15083,43361,23655,10.4,29.4,15.4,19.7,12.5,23.1,81.2,13.6,4.9,0.4,20.3,34.1,107800,964,648,40636,69.5,27.4,0.3,0.4,0.0,2.3
0500000US01125,"Tuscaloosa County, Alabama",3.2,8.4,29.9,21.3,7.0,18.4,12.0,167611,93450,52221,26064,6.3,35.2,17.3,20.0,8.5,18.9,77.1,18.5,4.3,0.1,17.4,21.3,166000,1239,843,206213,64.4,31.6,0.2,1.6,0.0,3.6
0500000US01127,"Walker County, Alabama",7.2,11.9,37.1,22.1,10.1,7.2,4.4,51826,24707,41748,22772,8.8,26.1,17.5,21.4,15.1,20.0,79.7,14.4,5.9,0.0,19.7,27.6,93100,1043,603,64493,90.8,6.2,0.2,0.5,0.0,2.4
0500000US01129,"Washington County, Alabama",6.3,13.3,43.2,17.9,8.2,6.7,4.4,13563,5538,40794,22776,8.5,23.1,15.5,19.1,17.9,24.4,82.5,11.2,5.3,0.9,21.0,34.3,85200,1039,709,16643,66.1,24.6,7.4,0.4,0.0,1.1
0500000US01131,"Wilcox County, Alabama",6.5,16.5,40.3,19.3,4.8,8.9,3.6,8573,2882,27237,16584,15.5,25.6,20.9,16.2,8.4,28.9,77.0,17.6,5.4,0.0,31.1,44.3,82200,950,524,10809,26.9,69.5,0.2,0.0,0.0,0.6
0500000US01133,"Winston County, Alabama",7.4,14.4,37.4,20.1,7.2,8.3,5.2,19505,9000,38504,21799,7.6,24.1,14.5,19.1,12.8,29.5,77.2,13.6,9.1,0.0,16.2,23.9,87800,989,525,23875,96.3,0.4,0.4,0.1,0.0,3.1
0500000US02013,"Aleutians East Borough, Alaska",6.6,7.0,40.2,25.8,7.7,8.9,3.8,3003,2395,69706,32510,3.5,17.2,15.4,10.5,15.1,41.8,69.4,22.6,7.8,0.3,15.4,20.9,123000,1146,992,3425,17.7,4.2,39.4,25.6,0.7,10.1
0500000US02016,"Aleutians West Census Area, Alaska",5.7,5.5,40.5,25.3,6.6,13.1,3.4,4878,3889,85517,37070,2.0,17.9,15.8,13.7,15.3,37.2,79.6,16.9,3.4,0.0,8.5,11.8,247900,2338,1321,5750,29.5,4.3,11.3,40.0,2.6,13.9
0500000US02020,"Anchorage Municipality, Alaska",2.5,3.7,23.8,26.0,8.7,21.9,13.4,230429,150201,83280,39839,5.6,40.5,18.0,21.8,8.7,11.0,72.7,21.5,5.7,0.1,9.2,14.0,308000,2086,1306,296112,63.0,5.6,7.4,9.6,2.3,9.1
0500000US02050,"Bethel Census Area, Alaska",7.8,10.8,45.2,19.0,4.9,7.7,4.6,12230,6178,54212,19760,18.3,37.1,19.1,21.8,9.5,12.5,51.7,46.1,2.0,0.2,27.8,33.5,110200,1272,1271,18040,11.0,0.7,82.7,1.0,0.0,2.4
0500000US02060,"Bristol Bay Borough, Alaska",2.9,2.6,34.9,29.9,7.3,18.0,4.3,720,488,84688,45259,8.1,31.1,18.4,20.7,15.6,14.1,54.3,35.2,10.5,0.0,5.8,7.7,179500,1866,1000,890,56.3,0.4,32.7,0.3,0.2,3.6
0500000US02068,"Denali Borough, Alaska",0.4,1.1,26.1,22.2,6.6,28.8,14.7,2011,1478,84196,34956,3.0,21.6,35.7,20.2,10.8,11.8,76.9,17.7,4.5,0.9,16.9,6.6,203500,1557,814,2232,81.1,0.8,2.0,4.5,0.0,0.4
0500000US02070,"Dillingham Census Area, Alaska",6.0,6.8,39.2,24.0,4.8,10.2,9.1,3602,2024,58750,25334,11.9,44.1,14.7,20.9,9.8,10.4,58.8,37.2,4.0,0.0,17.2,25.2,183200,1824,1018,4975,17.6,1.3,72.1,1.5,0.1,3.5
0500000US02090,"Fairbanks North Star Borough, Alaska",1.7,3.8,22.3,30.3,9.3,20.5,12.1,77606,46543,77095,36374,7.0,36.5,15.9,21.2,14.1,12.3,64.7,30.2,4.8,0.3,8.1,10.4,236800,1894,1296,99653,75.5,4.5,7.3,3.1,0.6,8.0
0500000US02100,"Haines Borough, Alaska",1.2,1.9,30.0,23.5,6.1,23.5,14.0,2008,1329,64342,33521,3.7,40.2,16.8,23.9,11.4,7.8,63.7,21.7,13.7,1.0,9.0,18.7,258100,1464,924,2518,81.0,0.0,8.6,2.9,0.2,3.9
0500000US02105,"Hoonah-Angoon Census Area, Alaska",2.4,6.1,35.6,25.2,7.3,17.5,5.9,1827,1068,63603,35355,10.9,35.6,19.2,16.0,17.6,11.6,54.8,31.3,13.7,0.3,9.7,17.6,228500,1371,897,2132,45.5,3.2,38.5,2.8,0.1,6.7
0500000US02110,"Juneau City and Borough, Alaska",1.1,2.8,20.4,29.3,6.9,25.5,14.0,26168,17562,88213,43276,5.8,45.2,14.5,19.6,10.8,9.9,52.9,38.7,8.2,0.2,7.9,11.5,344000,2106,1226,32330,68.6,1.0,10.9,7.2,1.0,6.6
0500000US02122,"Kenai Peninsula Borough, Alaska",2.0,5.2,32.2,28.3,9.0,14.5,8.8,46420,25564,66684,33820,7.8,33.4,20.6,18.7,14.8,12.5,69.6,19.3,10.3,0.8,12.0,15.6,239800,1556,994,58220,83.3,0.6,7.7,1.5,0.3,4.1
0500000US02130,"Ketchikan Gateway Borough, Alaska",2.0,5.3,29.9,30.0,8.4,17.0,7.4,11024,7017,70356,34900,6.6,29.0,18.8,25.4,11.9,14.8,66.4,25.2,7.9,0.5,10.5,16.2,272300,1807,1165,13804,66.8,0.7,14.6,7.7,0.0,5.1
0500000US02150,"Kodiak Island Borough, Alaska",5.3,4.8,31.3,25.2,7.4,16.0,10.0,10417,6919,78281,32516,5.2,28.8,17.9,16.2,14.2,22.9,63.1,28.5,8.3,0.0,9.3,11.5,275000,1993,1369,13649,53.4,0.3,13.6,23.0,0.7,8.9
0500000US02158,"Kusilvak Census Area, Alaska",7.5,14.8,53.6,16.6,2.7,3.3,1.5,5184,2088,35539,12578,28.9,29.8,25.7,18.6,11.5,14.4,40.3,58.2,1.4,0.0,40.5,47.1,76000,634,617,8198,3.9,0.7,91.2,0.4,0.0,1.0
0500000US02164,"Lake and Peninsula Borough, Alaska",6.9,7.5,41.9,24.4,3.5,8.1,7.6,1056,594,46406,24571,15.7,41.1,17.0,13.1,17.7,11.1,38.2,56.6,4.7,0.5,15.9,22.3,120200,907,770,1375,22.8,0.7,67.3,2.5,0.4,1.4
